,international_reputation,weak_foot,skill_moves,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,Attack_workrate,Defend_workrate,Positon_General,preferred_foot_Left,preferred_foot_Right,body_type_Akinfenwa,body_type_C. Ronaldo,body_type_Courtois,body_type_Lean,body_type_Messi,body_type_Neymar,body_type_Normal,body_type_PLAYER_BODY_TYPE_25,body_type_Shaqiri,body_type_Stocky,height_cm,weight_kg,age
1710,1,3,2,57,28,65,65,40,55,43,34,62,62,74,71,67,62,62,69,72,74,89,53,68,65,54,52,44,56,67,70,68,15,11,16,8,15,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,189,95,29
1711,1,2,2,60,33,67,66,27,60,39,50,61,64,31,41,54,61,41,45,34,67,84,38,64,70,51,59,49,65,69,75,70,6,7,6,13,8,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,191,83,30
1712,1,3,3,65,42,61,68,36,60,64,40,63,65,71,78,65,66,74,57,72,91,63,45,70,65,67,43,38,60,57,68,69,15,12,7,8,11,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,175,68,29
1713,1,3,2,75,61,70,61,53,65,55,53,60,70,63,63,58,64,55,69,62,76,73,66,57,68,61,62,50,64,68,72,70,13,7,7,12,7,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,189,83,30
1714,1,4,2,67,38,63,65,35,66,55,43,65,68,75,69,74,69,81,42,79,85,75,49,67,68,55,66,65,65,69,69,66,13,9,16,7,14,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,180,71,30
1715,1,3,3,31,34,74,59,32,44,35,30,51,55,42,46,34,60,34,56,70,64,81,33,84,67,36,40,44,65,71,68,66,11,13,15,8,10,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,192,79,28
1716,1,3,2,74,45,64,68,44,62,65,45,60,66,61,64,67,69,59,61,87,74,71,60,71,69,58,59,51,65,70,71,71,13,14,14,14,12,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,185,77,29
1717,1,2,2,44,25,76,63,27,51,43,32,60,61,47,45,33,66,37,43,69,86,84,26,70,65,34,51,46,61,68,70,66,16,13,15,15,9,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,189,82,30
1718,1,2,3,74,44,56,69,44,67,71,73,65,66,80,85,76,67,77,62,71,82,64,51,61,61,59,63,60,62,62,64,65,12,11,16,9,8,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,178,76,27
1719,1,3,3,65,42,62,68,41,67,45,58,64,63,70,73,81,67,76,55,68,81,67,41,70,67,42,35,62,67,67,69,69,14,12,11,12,7,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,183,74,28
1720,1,3,2,17,30,75,58,23,34,27,36,68,43,29,30,31,71,30,57,32,30,91,32,78,69,23,39,49,67,73,70,64,15,14,10,6,11,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,191,90,36
1721,1,2,3,68,38,63,63,34,65,64,59,62,69,74,73,76,66,82,59,78,79,67,50,70,63,47,47,49,67,69,73,72,11,13,13,8,13,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,172,74,28
1722,1,3,2,73,39,59,68,34,72,57,32,63,71,73,67,77,67,77,53,70,66,66,27,57,65,54,52,33,61,67,71,71,11,14,9,9,6,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,172,70,27
1723,2,3,2,47,37,73,64,55,55,63,45,61,60,35,31,50,68,61,59,67,52,76,34,75,73,46,33,42,64,72,70,62,9,9,11,14,12,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,184,78,34
1724,1,3,2,73,57,68,72,31,62,43,59,71,68,61,66,58,62,61,68,76,90,71,53,68,66,57,71,47,65,62,70,69,14,13,12,12,12,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,184,77,29
1725,1,3,2,26,20,66,64,21,41,30,26,48,48,67,66,70,71,47,40,80,74,86,32,76,72,45,36,36,61,61,69,67,10,8,7,11,10,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,185,76,33
1726,1,3,2,36,30,75,61,31,42,45,35,53,44,35,38,30,65,49,63,60,33,91,35,82,68,29,35,65,64,66,70,64,7,14,11,13,7,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,188,87,33
1727,1,3,2,39,45,70,58,39,54,40,39,52,54,65,66,62,68,52,62,70,68,79,45,73,72,39,42,60,58,69,68,64,15,10,9,14,14,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,180,81,30
1728,1,3,2,26,23,73,58,26,61,22,25,49,66,68,67,47,58,47,38,70,64,82,21,75,65,22,56,33,65,70,68,67,13,15,14,9,13,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,185,82,27
1729,1,3,3,67,45,55,65,45,69,70,68,54,70,83,85,75,67,76,57,79,84,60,49,67,65,65,59,47,65,67,65,66,9,12,6,11,10,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,176,70,27
1730,1,3,3,70,54,58,69,43,67,72,68,62,73,73,79,65,65,65,76,72,82,72,66,73,63,61,59,52,66,60,69,68,14,14,13,13,13,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,184,78,28
1731,1,3,3,69,50,55,63,33,68,59,48,55,69,80,81,72,65,77,72,85,78,71,47,73,67,66,49,57,72,68,66,69,8,10,13,6,9,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,174,66,28
1732,1,2,2,42,34,72,54,46,52,44,61,39,49,51,58,50,68,31,77,58,62,77,63,74,73,27,34,60,71,67,72,73,10,13,13,8,12,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,193,84,30
1733,1,4,3,68,65,45,69,65,68,65,49,65,68,75,83,72,73,67,69,53,82,73,68,75,70,69,67,62,68,53,69,67,11,10,7,8,8,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,180,73,30
1734,1,3,2,39,44,72,62,63,60,44,52,50,63,33,33,36,67,48,70,61,59,91,45,76,65,45,43,59,69,70,70,62,16,10,15,8,11,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,188,84,34
1735,1,2,2,30,23,75,47,30,33,25,23,46,40,47,48,32,60,42,37,57,67,89,19,81,70,24,35,39,61,68,70,65,9,14,14,9,11,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,187,87,29
1736,1,2,2,22,37,72,64,30,54,31,22,61,53,45,32,61,58,61,52,82,65,83,41,68,68,27,52,32,54,71,69,69,14,7,6,11,7,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,182,78,35
1737,1,3,3,73,47,40,66,46,69,57,44,62,66,85,90,87,71,89,58,90,77,30,52,65,68,57,57,41,66,70,66,61,7,7,8,6,11,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,169,60,33
1738,1,3,2,39,45,73,55,49,34,34,23,63,55,35,46,31,63,32,71,55,46,93,55,84,63,49,36,50,59,69,69,65,8,7,8,12,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,187,88,33
1739,1,3,3,68,56,65,71,35,66,63,66,71,70,71,76,68,66,60,64,63,84,77,59,68,55,64,53,54,65,74,70,68,14,7,12,10,13,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,180,72,30
1740,1,2,2,60,21,74,64,32,59,30,34,61,60,59,63,68,67,71,66,86,66,70,20,60,68,33,29,46,66,70,73,69,14,6,8,11,15,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,176,74,29
1741,1,3,2,56,31,70,56,28,59,27,34,55,61,51,61,61,69,60,45,81,65,74,34,67,67,43,34,40,68,65,73,70,14,6,14,7,11,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,181,80,33
1742,1,2,2,34,25,73,58,28,37,27,29,32,58,34,30,40,64,48,42,78,45,75,25,71,64,36,32,67,67,74,71,68,11,11,8,9,10,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,184,85,32
1743,1,3,3,65,66,71,66,66,65,65,52,64,68,78,77,70,71,75,65,80,83,78,57,83,63,69,60,54,71,65,68,67,6,12,12,8,8,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,179,75,28
1744,1,4,2,59,42,66,64,38,54,21,22,55,65,73,74,73,67,78,71,87,71,72,57,70,70,36,26,38,69,63,75,74,7,9,12,8,14,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,180,75,29
1745,1,3,3,63,36,52,67,40,67,45,34,63,67,77,80,87,67,87,56,84,87,71,35,61,66,63,53,45,71,65,69,69,10,8,12,13,12,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,176,70,31
1746,1,3,3,71,62,66,67,51,65,73,65,62,63,68,75,55,72,53,64,78,67,72,63,64,70,64,53,30,68,72,68,71,9,12,14,13,8,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,186,77,28
1747,1,2,2,32,40,70,59,28,40,32,28,45,53,52,54,34,69,61,42,76,54,79,39,66,67,26,32,40,53,70,71,71,6,9,14,10,12,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,180,78,32
1748,1,3,2,48,29,72,54,28,50,27,30,52,55,48,39,40,60,48,45,68,55,84,21,72,65,24,32,46,65,69,72,69,6,8,9,15,14,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,188,84,29
1749,1,3,3,71,30,52,68,28,68,67,58,66,70,81,80,79,66,75,53,78,82,77,29,60,65,47,68,55,60,66,65,67,9,7,11,8,7,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,180,79,29
1750,1,3,3,69,68,57,74,63,70,61,62,66,72,76,72,60,68,77,66,48,69,64,61,64,69,67,61,64,71,68,69,68,16,7,14,9,14,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,176,73,28
1751,1,2,2,28,19,65,67,28,46,28,29,62,64,49,51,56,63,34,43,76,69,81,21,72,65,29,62,43,60,67,71,69,15,9,6,13,10,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,193,86,29
1752,1,3,2,30,26,73,60,29,45,32,29,51,33,54,47,34,65,34,41,65,67,88,24,76,72,29,34,42,65,69,71,64,7,9,8,14,13,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,193,89,28
1753,1,3,2,28,23,70,65,28,50,29,29,62,55,47,52,47,60,52,66,73,69,81,28,72,71,31,45,41,68,70,70,66,11,12,15,13,14,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,187,80,29
1754,1,3,2,30,25,70,50,25,34,30,23,30,50,64,68,45,61,74,37,85,70,79,25,75,67,25,30,45,65,66,72,69,13,11,8,14,10,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,182,83,29
1755,1,3,2,73,48,70,62,43,48,44,63,60,75,62,76,63,65,72,62,62,79,65,59,75,57,55,48,70,62,68,68,77,10,10,12,11,11,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,178,77,35
1756,1,3,3,70,35,54,63,38,71,43,57,57,69,79,83,76,65,75,54,70,81,58,48,59,62,56,50,55,67,68,66,67,9,9,8,10,11,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,175,69,27
1757,1,3,2,72,41,62,73,44,55,45,46,71,61,77,78,61,64,57,43,62,78,79,42,67,63,56,62,61,61,72,68,67,12,8,16,9,16,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,185,81,35
1758,1,3,2,77,51,65,67,54,67,41,42,61,62,71,73,72,67,71,53,66,65,64,52,57,66,51,67,62,66,70,71,71,12,8,13,7,9,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,179,74,27
1759,1,3,2,38,44,68,66,52,51,55,40,56,59,76,68,71,73,67,61,85,64,74,46,67,76,50,64,49,78,66,66,66,7,7,7,9,12,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,182,84,27
1760,1,3,2,35,37,77,48,43,36,33,45,53,68,48,44,38,75,39,57,42,52,83,42,66,74,28,39,51,60,67,68,73,8,9,11,11,10,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,188,88,27
1761,1,3,2,49,23,61,50,23,22,31,48,47,52,55,51,65,75,52,45,73,68,73,24,75,77,23,41,48,63,64,75,70,15,12,13,18,16,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,186,82,31
1762,1,3,2,44,52,76,61,31,41,45,43,71,52,65,60,59,62,55,62,72,56,77,54,63,67,23,41,61,60,72,73,67,13,10,7,8,10,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,188,85,31
1763,1,3,3,68,40,78,64,21,63,40,43,59,63,57,66,57,75,56,72,78,78,77,59,65,77,45,35,39,64,72,64,62,9,7,13,13,14,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,182,82,31
1764,1,2,2,72,52,57,72,32,66,65,72,70,72,38,51,73,70,73,65,68,73,73,61,75,74,73,66,57,62,74,73,71,7,11,9,11,5,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,173,72,31
1765,1,2,2,57,32,58,59,50,48,44,39,55,62,80,76,79,78,84,69,78,83,78,37,85,62,49,47,36,64,67,72,75,12,11,9,9,10,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,176,74,27
1766,1,3,3,64,47,60,64,49,65,57,47,61,63,81,82,77,65,90,55,60,80,59,50,62,65,51,53,49,59,69,70,70,10,12,15,13,9,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,170,64,27
1767,1,3,2,57,25,69,60,35,47,24,24,40,58,49,62,58,64,53,43,81,76,90,27,59,70,37,35,34,61,66,68,65,15,13,14,10,9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,185,84,32
1768,1,3,3,66,36,57,67,35,66,57,49,63,68,73,74,67,72,70,56,54,76,65,48,71,68,59,60,46,73,66,66,69,12,12,15,13,14,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,177,73,27
1769,1,3,3,64,33,50,62,36,68,53,43,56,64,85,81,84,66,79,54,69,77,46,34,62,72,41,50,42,62,65,70,66,12,13,9,11,16,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,171,65,27
1770,1,3,2,63,30,70,60,35,60,40,35,57,60,75,74,60,69,67,40,75,68,75,37,61,69,55,33,48,58,68,70,70,9,10,5,6,8,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,182,69,23
1771,1,2,2,59,36,66,58,35,48,36,40,64,54,69,68,66,64,54,52,69,78,75,49,64,71,40,42,40,62,71,72,71,5,14,5,7,7,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,185,83,29
1772,1,3,2,22,29,76,64,23,32,24,30,62,48,33,34,32,65,35,47,57,62,75,27,70,70,31,44,37,72,72,71,65,7,8,15,7,13,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,193,80,28
1773,1,3,2,66,30,61,67,29,64,60,36,64,65,78,75,50,62,75,45,75,75,69,35,71,69,49,52,50,63,71,70,68,6,10,8,14,13,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,178,72,20
1774,1,3,3,69,41,50,67,31,73,51,35,55,70,83,77,74,63,72,49,60,67,55,40,67,65,70,60,34,66,65,72,65,15,10,11,7,6,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,178,69,18
1775,1,4,3,70,50,63,68,36,69,60,60,62,68,74,77,71,62,70,48,59,79,65,40,52,65,63,63,43,64,65,68,65,13,7,6,5,14,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,183,71,21
1776,1,3,2,74,30,57,67,33,66,52,39,40,70,78,75,62,64,69,36,59,69,50,35,56,60,66,44,49,60,64,70,69,6,9,11,6,5,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,178,72,20
1777,1,2,3,67,31,67,68,36,65,64,35,59,66,70,69,69,65,65,65,69,70,68,63,59,70,61,54,42,67,68,70,69,14,6,9,6,12,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,182,72,21
1778,1,3,3,66,35,46,67,34,71,58,52,43,69,89,78,81,62,84,46,71,68,54,38,62,65,58,54,43,60,60,72,68,13,15,12,8,5,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,170,64,21
1779,1,3,3,64,42,56,61,34,66,43,41,55,65,73,70,61,67,67,58,52,74,69,53,77,66,57,53,41,61,70,74,66,12,14,7,11,14,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,180,70,20
1780,1,3,3,72,44,56,66,39,71,60,38,58,72,78,77,69,67,70,51,57,68,55,46,68,64,64,61,43,66,62,66,66,11,10,13,13,6,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,178,69,19
1781,1,3,2,40,17,67,68,26,44,27,30,52,57,61,64,53,65,60,36,72,55,79,16,62,66,27,41,38,60,67,71,67,13,6,8,16,10,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,183,92,21
1782,1,3,2,55,34,66,57,29,49,42,41,58,64,73,72,66,70,60,58,81,80,74,42,73,67,38,53,47,65,69,70,69,11,12,12,6,8,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,182,78,21
1783,1,3,3,66,44,65,71,42,64,66,34,71,67,72,66,69,70,55,55,74,67,68,39,64,70,52,67,42,64,68,70,66,8,13,13,6,9,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,183,75,18
1784,1,3,3,69,41,61,66,38,68,49,33,65,67,76,70,75,69,69,47,64,69,56,45,61,61,59,51,44,62,64,70,70,13,13,14,12,6,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,170,63,21
1785,1,3,2,32,28,66,63,18,34,27,34,49,61,51,64,36,66,48,38,72,67,78,32,70,67,25,35,67,55,68,70,67,11,15,13,8,13,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,189,77,22
1786,1,3,2,23,26,74,55,27,39,30,29,46,55,51,62,42,60,38,42,55,73,91,25,61,67,31,28,38,60,69,70,65,12,14,12,15,9,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,191,74,21
1787,1,3,2,28,23,58,69,30,45,37,33,71,70,62,65,63,68,60,47,54,67,76,24,68,71,32,34,35,63,67,72,69,11,13,14,7,9,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,190,81,21
1788,1,3,2,25,19,68,66,25,22,29,25,52,60,48,50,42,62,52,40,71,54,73,22,68,70,21,31,34,52,68,70,67,9,13,14,15,10,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,187,80,22
1789,1,3,3,67,12,56,64,31,68,27,26,68,68,71,79,79,61,70,60,71,76,66,21,65,64,58,66,36,66,67,69,67,10,8,13,15,14,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,179,64,20
1790,1,3,3,74,29,65,73,30,71,57,29,63,71,77,75,73,70,66,41,64,67,69,26,59,63,41,58,31,54,64,66,65,10,6,6,8,9,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,186,77,21
1791,1,2,2,65,42,60,72,34,73,40,34,66,70,74,75,69,64,66,52,64,62,52,49,52,60,50,50,44,55,67,74,71,6,14,11,9,13,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,180,73,21
1792,1,2,3,59,41,66,67,41,68,38,38,64,73,77,81,67,68,68,62,71,66,65,36,60,67,59,62,50,63,64,67,69,12,11,8,13,9,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,175,74,22
1793,1,3,2,38,32,69,62,36,54,41,42,65,61,68,69,60,58,64,58,87,64,77,37,78,61,52,48,43,65,67,70,67,13,15,14,11,12,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,183,75,22
1794,1,4,2,36,33,59,67,39,48,38,33,59,59,54,65,54,68,58,43,77,63,71,26,68,71,37,46,35,52,68,70,68,12,9,6,7,6,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,186,81,22
1795,1,2,3,60,38,54,48,34,69,35,39,36,68,85,87,73,66,71,39,70,73,67,37,65,67,49,44,45,54,68,69,67,12,9,15,14,9,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,183,70,21
1796,1,3,2,23,31,63,63,25,41,23,30,56,56,58,66,61,64,60,36,78,71,76,22,69,67,26,32,30,63,71,72,66,12,12,13,6,13,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,175,70,22
1797,1,2,3,66,34,65,68,35,64,63,60,65,67,74,73,73,62,68,36,77,76,70,29,61,64,50,59,42,62,68,69,68,12,8,11,7,14,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,173,62,21
1798,1,3,2,41,29,69,61,37,36,35,33,52,61,49,53,49,57,44,46,72,63,79,25,60,66,35,48,45,59,69,74,70,10,7,8,7,12,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,188,83,22
1799,1,3,2,60,39,55,67,37,65,43,25,53,67,77,79,73,66,68,38,66,75,67,41,69,68,60,48,36,60,67,67,67,6,14,12,15,6,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,180,74,22
1800,1,3,2,69,44,54,68,37,66,46,52,69,65,64,70,71,60,79,58,59,65,55,32,56,71,47,35,60,51,69,73,72,14,7,6,9,11,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,172,69,21
1801,1,2,3,60,36,58,64,33,70,57,38,53,70,88,89,74,64,67,53,60,65,66,44,81,71,62,56,48,64,60,65,66,11,12,14,14,6,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,179,73,21
1802,1,3,2,35,25,61,50,33,41,31,30,47,50,60,66,47,65,49,48,77,55,84,25,70,68,24,36,42,65,68,70,69,11,14,13,13,6,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,185,80,21
1803,1,3,2,30,21,74,64,30,58,31,30,49,63,54,56,40,51,46,47,75,65,82,28,83,64,23,38,40,52,66,64,65,12,6,13,8,5,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,190,84,21
1804,1,3,3,64,47,56,63,29,68,55,35,61,64,77,78,75,62,72,57,76,75,67,39,60,67,62,63,48,60,68,69,68,8,13,12,15,7,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,178,73,23
1805,1,3,2,67,46,69,71,55,65,62,41,70,67,69,69,66,70,63,55,63,65,54,54,67,66,59,55,48,66,64,69,68,14,9,7,7,14,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,183,73,22
1806,1,2,2,27,25,63,69,29,41,23,21,63,56,71,71,50,64,65,34,74,74,74,25,72,72,21,42,38,63,67,68,64,10,16,10,10,6,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,185,72,22
1807,1,3,2,63,41,62,61,39,60,40,30,60,59,88,85,78,59,79,41,84,92,63,45,67,66,65,54,41,59,63,64,67,9,10,15,9,6,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,174,69,23
1808,1,3,2,41,24,70,60,21,48,28,40,59,59,61,55,53,65,61,29,72,67,75,34,65,69,28,46,41,57,67,72,68,14,8,11,12,14,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,189,83,22
1809,1,3,3,67,29,54,67,36,63,53,35,44,66,76,80,66,67,62,45,69,64,69,32,66,64,46,44,49,50,66,73,66,5,15,6,12,10,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,186,77,22
1810,1,3,3,65,47,55,64,45,65,48,35,58,66,87,83,76,67,65,64,71,71,69,58,56,65,62,48,46,65,64,64,69,6,15,11,13,12,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,179,73,22
1811,1,2,2,34,25,72,47,34,33,27,21,41,48,60,59,34,65,42,54,69,61,84,20,77,65,37,31,47,54,73,67,64,6,5,14,7,7,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,192,88,24
1812,1,3,2,68,35,62,65,38,70,43,39,57,64,77,79,71,66,76,55,92,75,76,29,83,62,54,52,46,66,67,71,68,6,5,6,10,10,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,177,76,21
1813,1,3,3,73,45,56,74,43,68,75,42,71,71,64,67,63,65,70,58,64,71,59,52,68,64,65,60,48,62,66,70,71,15,9,12,15,8,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,179,70,22
1814,1,3,2,59,23,64,60,35,44,28,32,39,59,62,61,56,63,50,45,75,63,68,27,61,68,33,32,41,55,72,73,70,11,12,9,13,7,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,187,69,23
1815,1,3,2,47,45,64,60,29,55,34,25,50,60,63,59,65,59,60,38,70,65,82,26,80,64,41,36,38,55,62,70,68,8,14,11,8,15,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,180,79,22
1816,1,3,3,65,50,54,67,43,71,57,47,53,68,74,81,78,61,70,66,78,83,71,52,73,70,56,49,62,58,59,70,62,15,10,9,14,8,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,178,73,22
1817,1,3,2,41,40,71,55,38,50,30,32,50,52,49,65,46,60,52,61,67,68,82,39,72,63,44,46,47,60,70,68,65,11,9,7,12,8,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,187,77,23
1818,1,3,2,30,23,69,54,24,35,23,25,52,55,54,66,56,62,53,45,59,69,76,25,73,67,24,35,28,62,68,71,70,8,14,8,13,8,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,189,78,21
1819,1,4,2,62,28,59,56,28,67,64,39,51,72,72,76,58,69,69,73,56,76,70,56,63,67,61,38,48,65,73,72,65,7,10,6,8,8,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,178,72,21
1820,1,2,2,31,24,70,53,32,40,33,28,34,45,49,51,33,67,37,47,59,63,85,28,70,65,23,29,40,56,66,73,66,14,6,6,11,10,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,193,86,24
1821,1,3,2,35,30,70,59,31,47,39,31,56,53,51,58,42,62,52,47,78,73,81,29,71,66,33,48,40,59,68,69,69,12,7,8,10,12,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,190,89,23
1822,1,2,2,32,26,64,55,28,36,28,28,36,48,65,69,44,59,43,49,66,66,91,30,75,65,25,37,36,55,67,68,66,9,10,7,7,14,1,2,1,0,1,0,0,0,0,0,0,0,0,0,1,193,96,22
1823,1,2,2,41,45,71,51,51,51,41,38,61,61,42,68,41,66,34,57,59,69,81,38,68,71,35,48,46,62,63,71,69,13,7,11,14,10,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,193,86,23
1824,1,3,2,29,31,67,55,24,48,20,21,45,56,66,52,63,57,65,55,86,72,73,29,73,69,38,38,34,68,66,71,70,8,14,7,8,13,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,184,77,24
1825,1,4,2,44,36,66,69,38,60,53,52,67,57,61,68,69,66,62,74,64,72,77,45,78,72,46,66,44,62,67,66,60,7,11,8,11,13,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,189,80,24
1826,1,3,3,69,53,60,67,30,68,69,71,59,69,74,77,84,68,77,59,84,74,54,53,66,65,66,59,56,58,64,63,66,16,12,7,15,14,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,174,68,24
1827,1,3,3,63,40,59,68,26,68,61,34,62,74,74,74,70,67,75,42,63,69,69,64,52,68,57,51,42,75,68,70,63,13,12,15,12,11,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,184,77,24
1828,1,3,2,62,29,65,60,19,54,29,27,53,58,69,69,61,65,69,39,78,61,77,36,77,67,41,45,40,62,64,70,65,16,8,13,12,12,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,182,77,25
