,short_name,Position,overall,value_eur
14516,Liu Yang,CB,61,250000
14517,L. Lozoya,LB,61,260000
14520,V. Golemić,CB,61,250000
14521,M. Hofrath,LB,61,260000
14531,D. Flinta,CB,61,80000
14535,J. O'Brien,RB,61,110000
14537,E. Nolan,CB,61,200000
14541,S. Old,CB,61,120000
14542,D. Vržogić,LB,61,210000
14543,J. McNulty,CB,61,90000
14551,B. Tozer,CB,61,210000
14555,João Pereira,LB,61,210000
14556,T. Miller,RB,61,210000
14568,M. Hazazi,RB,61,180000
14569,A. Khrees,RB,61,220000
14571,A. Majrashi,RWB,61,220000
14577,Kim Tae Ho,RB,61,210000
14580,C. Elliott,RB,61,220000
14589,Bai Yuefeng,RB,61,160000
14590,K. Akyüz,LB,61,200000
14591,N. Mousa,LB,61,160000
14593,L. Marić,CB,61,160000
14594,Jiang Jihong,CB,61,210000
14596,K. Garcia,CB,61,220000
14597,S. Al Masrahi,CB,61,160000
14606,Zhang Cheng,RB,61,200000
14608,W. Piñones,LB,61,180000
14613,T. Englund,LB,61,200000
14615,Liu Yi,CB,61,200000
14616,M. Pleașcă,RB,61,210000
14618,N. Bădic,LB,61,220000
14619,O. Ceylan,RB,61,220000
14620,B. Șandru,CB,61,210000
14621,C. Dinu,LB,61,200000
14624,A. Țigănașu,LB,61,210000
14629,A. Bella-Kotchap,CB,60,425000
14630,C. Haydar,CB,60,450000
14640,A. Hickey,LB,60,375000
14642,J. Latibeaudiere,CB,60,425000
14643,B. Wilmot,CB,60,425000
14645,A. Lewis,LB,60,400000
14650,K. Sardella,RB,60,375000
14660,G. Corbo,CB,60,425000
14669,L. Greiml,CB,60,375000
14670,Jesús Alvarez,CB,60,425000
14673,A. Martina,LB,60,400000
14674,T. Baack,CB,60,425000
14678,R. Sears,RB,60,425000
14682,S. Szota,CB,60,425000
14688,A. Tripaldelli,LB,60,425000
14701,F. Çetinkaya,CB,60,400000
14702,D. Duhaney,RB,60,425000
14705,S. Stubbs,CB,60,425000
14711,I. Ogbu,CB,60,425000
14717,M. Kumbulla,CB,60,425000
14722,K. Mouanga,CB,60,400000
14723,R. Fernández,LB,60,0
14725,M. Diarra,LB,60,400000
14728,R. Yilmaz,LB,60,400000
14743,A. Gürleyen,CB,60,425000
14745,M. Talbi,CB,60,425000
14749,R. Sans,LB,60,425000
14750,S. Mackie,LB,60,425000
14751,B. Moltenis,CB,60,425000
14752,J. Sánchez de León,CB,60,425000
14753,R. González,RB,60,400000
14755,A. Lungwitz,LB,60,400000
14756,K. Ehlers,CB,60,400000
14768,A. Maldonado,CB,60,425000
14777,M. Fossey,RB,60,425000
14781,F. Malagueño,RB,60,425000
14784,S. Asta,RB,60,400000
14796,D. Köhn,LB,60,425000
14801,H. Coulson,LB,60,375000
14805,A. Lewis,RB,60,375000
14808,D. Franke,CB,60,375000
14811,J. Díaz,LB,60,375000
14813,R. Sadiku,CB,60,350000
14814,G. Tanner,RB,60,350000
14818,J. Stanić,CB,60,375000
14819,M. Kilman,CB,60,375000
14825,F. Alves,CB,60,350000
14827,W. Coulibaly,RB,60,375000
14828,R. Neciu,LB,60,375000
14829,N. Kölle,LB,60,350000
14830,A. Álvarez,RB,60,350000
14834,J. Kitolano,LWB,60,325000
14838,D. Ryan,CB,60,325000
14840,F. Garcés,CB,60,325000
14847,L. Martínez,RB,60,350000
14849,V. Drkušić,CB,60,325000
14850,V. Gendrey,RB,60,325000
14855,M. Velisar,LB,60,350000
14857,M. Cavar,CB,60,350000
14861,T. Watson,RB,60,325000
14862,C. Miller,LB,60,325000
14865,A. Chrzanowski,CB,60,325000
14870,V. van den Bogert,CB,60,325000
14871,H. Delcroix,CB,60,325000
14874,R. Bidounga,CB,60,325000
14876,J. Giraldo,CB,60,325000
14880,A. Angulo,CB,60,325000
14889,P. Obermüller,CB,60,325000
14890,T. Keller,CB,60,325000
14891,D. Schnegg,LB,60,325000
14892,A. Andrade,LB,60,325000
14893,T. Dallison,CB,60,300000
14894,H. Castegren,CB,60,300000
14897,B. Barclay,CB,60,300000
14906,T. Reid,RB,60,300000
14909,O. Ural,RB,60,300000
14912,K. Senkbeil,CB,60,300000
14914,Go Myeong Seok,CB,60,300000
14917,E. Ebosse,LB,60,300000
14920,M. Real,LB,60,290000
14926,G. Kilama,LB,60,300000
14927,A. Hindi,CB,60,300000
14928,A. Vogliacco,CB,60,300000
14930,J. Quiñones,CB,60,300000
14934,M. Nuhu,CB,60,300000
14937,M. Guthörl,RB,60,300000
14938,L. Borri,CB,60,300000
14940,N. Kolesovs,CB,60,300000
14941,L. Donnelly,RB,60,290000
14944,A. Gilchrist,CB,60,290000
14947,N. Bürgy,CB,60,290000
14951,F. Mosquera,CB,60,290000
14952,Y. Severin,LB,60,290000
14953,I. Oda,RB,60,290000
14954,J. Mahon,CB,60,280000
14955,M. Hehne,CB,60,290000
14956,S. Härtel,LB,60,290000
14961,O. Özdemir,RB,60,290000
14964,J. Finnerty,CB,60,290000
14968,M. Villa,RB,60,290000
14969,U. Tezel,RB,60,290000
14971,J. van Benthem,CB,60,290000
14973,J. Galetto,RB,60,290000
14975,D. Quaranta,CB,60,290000
14978,D. Muringen,CB,60,290000
14980,J. Handl,CB,60,290000
14982,M. Komar,CB,60,290000
14985,D. Lia,RB,60,290000
14987,S. Kilyén,CB,60,290000
14988,J. Jiménez,CB,60,290000
14991,E. Karakaş,LB,60,290000
15002,F. Al Sagour,RB,60,270000
15007,A. Celli,CB,60,280000
15011,M. Welch-Hayes,RB,60,270000
15019,Hu Ruibao,CB,60,280000
15020,A. Koiki,LB,60,260000
15021,Yuan Mincheng,CB,60,280000
15024,D. Lanius,CB,60,280000
15025,Park Chang Jun,RB,60,270000
15028,M. Tapias,CB,60,280000
15031,K. Álvarez,RWB,60,270000
15033,R. Buckmaster,RB,60,270000
15040,M. Huard,LB,60,280000
15041,C. Mora,RB,60,280000
15043,P. Itter,RB,60,260000
15044,C. Evans,RB,60,260000
15045,F. Rojas,CB,60,260000
15046,N. Lüchinger,RB,60,260000
15050,M. Kula,CB,60,260000
15056,F. Lach,CB,60,260000
15057,P. Fassnacht,LB,60,260000
15058,D. Szymonowicz,RB,60,260000
15059,R. Peiponen,RB,60,260000
15066,A. Sicker,LB,60,260000
15067,J. Homawoo,CB,60,270000
15071,A. Björnström,LB,60,260000
15072,Kim Jung Ho,CB,60,260000
15073,E. Weeger,RB,60,260000
15077,J. Buss,LB,60,260000
15078,D. Rentería,CB,60,260000
15084,R. Hreniuc,CB,60,260000
15087,D. Jones,CB,60,260000
15089,S. Long,RB,60,250000
15098,F. Kelleher,CB,60,260000
15099,T. Vassell,CB,60,260000
15102,J. Gibbons,RB,60,250000
15107,A. Dudea,CB,60,260000
15108,J. Gutjahr,LB,60,250000
15109,Ming Tian,RB,60,250000
15112,D. van der Sluys,LB,60,250000
15114,S. Makuka,CB,60,260000
15119,D. Love,RB,60,240000
15129,S. Joss,LB,60,240000
15131,L. Merolla,CB,60,250000
15134,R. Takano,LWB,60,240000
15141,S. Kchouk,LB,60,240000
15143,E. Wiemberg,LB,60,240000
15144,K. Hodžić,LB,60,240000
15145,J. Marx,RB,60,240000
15154,K. Nitzlnader,CB,60,240000
15155,J. Simonsen,RB,60,240000
15159,J. Brophy,LWB,60,240000
15160,J. Tratt,RB,60,240000
15161,Long Cheng,CB,60,240000
15164,Lee Ji Hoon,RB,60,240000
15167,D. Dumitrașcu,LB,60,240000
15172,D. Cole,CB,60,220000
15178,C. Quenum,LB,60,230000
15181,H. Mitsumaru,LB,60,230000
15183,J. Smith,CB,60,220000
15184,J. Montaño,RB,60,230000
15185,A. Abdellaoui,LWB,60,230000
15189,J. Grzesik,RB,60,230000
15191,A. Barry,CB,60,220000
15192,C. Brown,LB,60,220000
15193,Pei Shuai,CB,60,220000
15194,J. Gulley,RB,60,0
15196,H. Al Jayzani,RB,60,220000
15197,Wang Fei,RB,60,220000
15198,Park Won Jae,RB,60,220000
15202,S. Neurauter,CB,60,220000
15204,A. Ginti,LB,60,0
15205,A. Khurana,CB,60,0
15206,A. Maadi,LB,60,220000
15207,C. Crialese,LB,60,220000
15213,D. Jarvis,LB,60,210000
15216,J. Pepper,CB,60,210000
15217,H. Konongo,LB,60,210000
15221,R. Al Radhi,CB,60,210000
15226,T. Imai,CB,60,200000
15233,W. Coulibaly,LB,60,0
15234,H. Pernía,CB,60,200000
15248,Zhu Ting,RB,60,90000
15251,Wan Houliang,CB,60,100000
15253,J. Widdowson,LWB,60,160000
15255,B. Sielewski,CB,60,80000
15259,G. Taylor,CB,60,170000
15262,A. Blackman,LB,60,180000
15265,J. Dunleavy,RB,60,180000
15271,D. Byrtek,CB,60,180000
15272,D. Leadbitter,RB,60,180000
15278,C. Subero,RB,60,180000
15280,J. Hunt,LB,60,180000
15284,J. Coulson,CB,60,170000
15286,Qiao Wei,CB,60,150000
15290,D. Nasu,CB,60,40000
15300,A. El Hriti,LB,60,170000
15301,S. Kassar,LB,60,170000
15304,Liu Huan,LB,60,160000
15305,Ke Zhao,LWB,60,160000
15306,Qiu Tianyi,CB,60,170000
15309,R. Cabrera,CB,60,170000
15310,A. Boroughbridge,CB,60,80000
15312,S. Eichmeier,LB,60,170000
15315,K. Barnawi,RB,60,130000
15317,M. Sánchez,LB,60,170000
15320,N. Allievi,CB,60,190000
15322,T. Atwal,CB,60,0
15326,K. Stoyanov,LB,60,0
15339,G. Bello,LB,59,280000
15340,K. Watts,CB,59,300000
15345,N. Zohoré,CB,59,300000
15347,Y. Larouci,LB,59,300000
15354,E. Erhahon,LB,59,300000
15356,M. Weigandt,RB,59,300000
15357,Y. Baret,CB,59,300000
15359,C. Sene,CB,59,300000
15363,I. Sekigawa,CB,59,300000
15368,C. Richards,CB,59,300000
15372,J. Rieckmann,CB,59,300000
15373,R. Giles,LWB,59,300000
15379,J. Osei-Tutu,RB,59,325000
15381,E. Elizalde,LB,59,300000
15382,J. Brown,LB,59,325000
15385,D. Ballard,CB,59,300000
15386,E. Lara,LB,59,300000
15395,G. Bellodi,CB,59,300000
15400,C. John,CB,59,300000
15401,C. Tovar,CB,59,325000
15402,J. Pestaña,CB,59,325000
15406,Yoo Ji Ha,CB,59,325000
15411,K. Takahata,LWB,59,300000
15418,L. Sopić,CB,59,300000
15420,B. Curville,CB,59,325000
15421,M. Drubble,CB,59,325000
15437,L. Ndenbe,LB,59,300000
15438,M. Melbourne,LB,59,325000
15446,N. Córdova,RB,59,325000
15447,L. Racic,CB,59,325000
15448,M. Bauer,CB,59,300000
15449,V. Fernández,LB,59,325000
15452,G. Biancone,RB,59,300000
15458,Y. Merah,CB,59,325000
15467,D. Itter,RB,59,280000
15470,T. Vancooten,CB,59,280000
15472,A. Al Saluli,CB,59,280000
15476,E. Ferigra,CB,59,280000
15480,D. Haruț,RB,59,280000
15484,L. Edwards,CB,59,260000
15486,N. Sheron,CB,59,260000
15487,M. Šverko,LB,59,250000
15492,T. Cordner,CB,59,260000
15493,M. Yılmaz,RB,59,250000
15504,S. Sy,LB,59,250000
15507,A. Seko,CB,59,250000
15510,S. Sonnenberg,CB,59,260000
15518,H. Ortega,CB,59,250000
15521,C. O'Toole,LB,59,240000
15525,M. Puerta,RB,59,240000
15526,J. Behounek,RB,59,240000
15527,A. Abdallah,LB,59,240000
15540,T. Fleckstein,CB,59,250000
15542,G. Kakudji,CB,59,240000
15544,A. Hassoun,RB,59,240000
15547,S. Raux Yao,CB,59,250000
15550,J. Lozano,RB,59,240000
15553,F. Mircer,CB,59,250000
15554,M. Rose,CB,59,230000
15556,C. James,CB,59,230000
15558,F. Horsfall,CB,59,230000
15560,H. Odoffin,RB,59,230000
15561,I. Diallo,LB,59,230000
15565,J. Brown,RB,59,230000
15566,Asier,RB,59,230000
15569,A. Aberkane,RB,59,220000
15571,T. Sainte-Luce,LB,59,230000
15576,S. Belkahia,CB,59,230000
15577,T. Kircher,RB,59,230000
15581,Julio Alonso,LB,59,230000
15584,F. Borța,RB,59,230000
15589,T. Ominami,CB,59,220000
15592,K. Rowles,CB,59,220000
15596,H. Shoji,CB,59,220000
15610,M. Centurión,CB,59,220000
15611,C. Gasper,LB,59,220000
15615,Y. Osée,CB,59,220000
15620,R. Opruț,LB,59,220000
15622,J. Tré,RB,59,220000
15624,J. Debayo,LB,59,200000
15625,J. Doherty,LB,59,200000
15630,H. Ascroft,CB,59,210000
15631,F. Ronstadt,RB,59,210000
15634,C. Kelly,CB,59,210000
15636,T. Abdullah,RB,59,200000
15638,A. Kecskés,CB,59,210000
15642,M. Spasić,LB,59,210000
15643,A. Camara,CB,59,210000
15645,N. Sommer,RB,59,210000
15646,R. Hove,CB,59,210000
15650,N. Galle,LB,59,210000
15655,S. Long,RB,59,190000
15659,N. Anderton,LB,59,190000
15660,M. Gonçalves,RB,59,190000
15669,C. Odoi-Atsem,RB,59,190000
15670,S. Al Khayri,RB,59,190000
15672,J. Córdova,RB,59,190000
15678,Kim Tae Han,CB,59,200000
15680,A. Hansen,RB,59,190000
15682,A. Gutman,LB,59,190000
15687,R. Behounek,CB,59,200000
15693,P. Johansson,RWB,59,190000
15700,N. Baeza,LB,59,190000
15701,Liu Yang,LB,59,190000
15702,R. Menayese,CB,59,190000
15706,S. Tanasijević,CB,59,190000
15710,R. Trif,LB,59,190000
15720,S. Scognamillo,CB,59,180000
15722,K. Callan-McFadden,CB,59,190000
15724,C. Villanueva,RB,59,180000
15731,Kim Gyeong Jae,CB,59,180000
15733,Y. Akiyama,LB,59,180000
15734,K. Partida,LB,59,180000
15735,L. Corbu,RB,59,180000
15736,V. Dragsnes,LB,59,180000
15738,A. Monksfield,LWB,59,180000
15740,C. Häusl,CB,59,190000
15742,T. Egert,CB,59,190000
15746,R. Cornwall,CB,59,180000
15747,Álex Portillo,CB,59,180000
15751,Chu Jinzhao,CB,59,180000
15752,Gao Jiarun,CB,59,180000
15753,Wang Peng,CB,59,180000
15757,T. Brewitt,CB,59,180000
15763,J. Tunnicliffe,CB,59,180000
15772,Park Byung Hyun,CB,59,170000
15773,A. Al Shamrani,CB,59,170000
15775,D. Sánchez,LB,59,170000
15777,S. Folan,CB,59,160000
15779,M. Rozwandowicz,CB,59,170000
15782,Zhang Wei,LB,59,160000
15783,A. DeJohn,CB,59,160000
15787,D. Leverock,CB,59,160000
15796,B. Cevahir,LB,59,150000
15801,Lü Haidong,LB,59,150000
15804,R. Peña,RB,59,150000
15815,A. Bennett,CB,59,30000
15819,K. Browne,CB,59,100000
15820,Ai Zhibo,CB,59,30000
15822,Tan Wangsong,RB,59,70000
15823,C. Mfuyi,CB,59,130000
15824,J. Martin,LB,59,120000
15825,J. Turley,CB,59,130000
15827,D. Webster,CB,59,130000
15836,M. Al Burayh,CB,59,140000
15838,O. Ashoor,RB,59,130000
15842,Jin Pengxiang,RB,59,130000
15843,Yang Boyu,CB,59,130000
15845,Zhang Yuan,RB,59,130000
15846,F. Al Marwani,CB,59,120000
15848,A. Ablet,LWB,59,100000
15849,Li Chao,CB,59,120000
15850,C. Coll,LB,59,140000
15853,E. Sivertsen,LB,59,130000
15856,Song Long,RB,59,130000
15857,D. Fitzpatrick,LB,59,130000
15861,O. Gastrell,CB,59,70000
15862,I. Stoica,CB,59,120000
15866,D. Sundaram,CB,59,0
15873,Raúl Prada,CB,58,270000
15874,B. Omeragic,CB,58,260000
15875,A. Ngouyamsa,LB,58,270000
15882,G. Siadas,LB,58,250000
15887,Y. Oyanedel,LB,58,240000
15891,T. Barbet,CB,58,250000
15912,B. Fleming,LB,58,250000
15914,P. Webber,CB,58,260000
15918,F. Winther,CB,58,250000
15927,T. Odusina,CB,58,260000
15932,S. Vines,LB,58,260000
15936,T. Knost,CB,58,260000
15937,K. Dimitriou,CB,58,260000
15944,A. Terzic,LB,58,250000
15947,D. Parra,LB,58,250000
15948,I. Tapia,CB,58,260000
15949,M. Rasmussen,RWB,58,260000
15955,N. Kastenhofer,CB,58,260000
15963,A. Catalán,CB,58,250000
15969,T. Mißner,LB,58,250000
15974,G. Cuomo,CB,58,260000
15983,R. Kobryń,RB,58,250000
15984,O. Kensdale,CB,58,260000
15986,J. Brändle,LB,58,250000
15988,M. Doue,CB,58,250000
15989,B. Vera,CB,58,260000
15990,T. Salte,CB,58,260000
15993,L. Kitching,CB,58,260000
15998,P. Raitanen,CB,58,250000
16004,O. Kakay,RB,58,230000
16010,Y. Letard,CB,58,230000
16011,C. Antwi,LB,58,220000
16012,J. Debrah,CB,58,220000
16014,F. Almada,CB,58,230000
16016,U. Godwin-Malife,CB,58,220000
16024,L. Brassier,LB,58,220000
16026,D. Grözinger,LB,58,230000
16028,F. Sagman,RB,58,220000
16030,O. Rasmussen,RWB,58,210000
16031,M. Al Mutlaq,RB,58,210000
16032,L. Hernández,CB,58,210000
16035,K. Sadiki,CB,58,210000
16039,A. Pereira,LB,58,200000
16043,M. Grabowski,LB,58,200000
16045,D. Kinumbe,LB,58,210000
16048,F. Jäkel,CB,58,190000
16049,M. Andersson,CB,58,210000
16052,Q. Lajami,CB,58,200000
16055,R. Senhadji,CB,58,200000
16060,M. Nadé,CB,58,200000
16064,L. Ritson,CB,58,200000
16065,T. Righetti,CB,58,200000
16068,E. Clarke,LB,58,200000
16076,A. Van Hoorenbeeck,LB,58,200000
16078,J. Plautz,LB,58,200000
16081,N. Zortea,RB,58,200000
16091,S. Want,CB,58,190000
16092,M. Rayman,LB,58,180000
16093,C. Cockerill-Mollett,LB,58,190000
16098,S. Blaney,CB,58,190000
16105,M. Sylla,RB,58,190000
16110,B. Abdallah,RB,58,190000
16111,T. Sopacua,RB,58,180000
16115,D. Traore,LB,58,190000
16116,D. Aguilar,LB,58,190000
16117,A. Mayer,LB,58,180000
16120,L. Diako,RB,58,190000
16133,L. Fontanesi,RB,58,180000
16137,N. Hoffmann,CB,58,180000
16139,S. Sinyan,CB,58,180000
16140,A. Al Yousif,LB,58,180000
16142,T. Damsgaard,RB,58,180000
16146,A. Ba Masoud,LWB,58,180000
16147,Yang Shuai,CB,58,180000
16150,C. Manley,RB,58,180000
16158,E. Holt,CB,58,180000
16160,D. Quiñones,RB,58,180000
16162,L. Kwadwo,CB,58,180000
16163,D. Carlson,LB,58,180000
16165,H. Al Ameri,RB,58,180000
16168,E. Sepil,LB,58,180000
16172,R. Donelon,LB,58,170000
16175,M. Kiilerich,CB,58,170000
16176,D. Kane,LB,58,170000
16179,M. Tokida,CB,58,170000
16187,N. Logue,CB,58,170000
16188,Luo Hao,CB,58,170000
16191,Fabio,CB,58,170000
16193,G. Szymusik,RB,58,170000
16196,M. Rouzies,CB,58,170000
16199,R. Takao,CB,58,170000
16202,K. Wallace,LB,58,160000
16203,S. Tsveiba,CB,58,160000
16204,L. Jones,CB,58,160000
16209,H. Al Ruwaili,RB,58,160000
16210,M. Gillesphey,LB,58,160000
16212,R. Broom,RWB,58,160000
16214,N. Marfelt,LB,58,160000
16221,J. Reyes,CB,58,160000
16222,W. Sell,RB,58,160000
16224,A. Peyrelade,LB,58,160000
16229,S. Tanaka,CB,58,160000
16236,N. Senzemba,LB,58,150000
16239,H. Rodgers,RB,58,150000
16241,S. Takahashi,LB,58,150000
16246,T. Blackmon,RB,58,150000
16249,D. Fontani,CB,58,160000
16251,D. Riccardi,CB,58,160000
16255,O. Chatziterzoglou,CB,58,160000
16265,R. Åstedt,CB,58,150000
16267,P. Marie,RB,58,150000
16271,M. Paluli,RB,58,150000
16279,A. Al Riou,LB,58,140000
16281,A. Klimczak,LB,58,150000
16283,Y. Mizobuchi,RB,58,150000
16285,C. Fara,CB,58,150000
16287,H. Al Dawsari,LB,58,140000
16290,Zhang Chenlong,LB,58,140000
16292,E. Boyle,RB,58,140000
16297,O. Sverrisson,LB,58,140000
16310,Han Xuan,CB,58,120000
16312,N. Geertsen,CB,58,120000
16316,D. Pender,RB,58,40000
16318,K. Cowan,CB,58,60000
16319,P. Edwards,RB,58,60000
16327,J. Carroll,LB,58,110000
16328,A. Buxton,RB,58,110000
16329,Lee Kwang Jin,RB,58,110000
16330,M. Özen,RB,58,100000
16331,A. Al Yousef,LB,58,100000
16332,K. Juraszek,CB,58,110000
16337,Du Wenyang,RB,58,100000
16339,Y. Fujita,CB,58,30000
16341,M. Nottingham,RB,58,100000
16342,Wang Weilong,CB,58,90000
16345,S. Tillmanson,LWB,58,90000
16348,J. Holúbek,LB,58,110000
16353,A. Varkay,LB,58,0
16359,L. Stergiou,CB,57,210000
16362,D. Spence,RB,57,200000
16366,D. Szot,CB,57,200000
16367,R. Nizet,LB,57,190000
16370,F. Godoy,CB,57,210000
16371,I. Sauter,CB,57,200000
16372,C. Terán,CB,57,200000
16379,Kim Tae Hwan,CB,57,210000
16380,S. Kokovas,LB,57,190000
16381,J. Gómez,LB,57,190000
16385,L. Mack,CB,57,210000
16386,D. Nemeth,CB,57,200000
16391,H. Brockbank,RB,57,210000
16393,M. Collins,CB,57,200000
16394,J. Funke,LB,57,210000
16398,C. Blanco,LB,57,210000
16399,I. Powell,LB,57,190000
16403,L. Maloney,CB,57,210000
16408,J. Bedeau,CB,57,210000
16413,B. Maguire,CB,57,210000
16418,H. Tombakti,CB,57,210000
16423,J. Hugonet,CB,57,210000
16426,A. Lô,CB,57,210000
16429,S. Șerban,LB,57,210000
16434,J. Vokins,LB,57,210000
16437,E. Toal,CB,57,210000
16442,S. Woods,CB,57,210000
16446,A. Molina,LWB,57,210000
16448,�. Rusu,CB,57,210000
16449,N. Guinness-Walker,LB,57,210000
16455,C. Rowan,CB,57,190000
16456,H. Pickering,LB,57,180000
16458,A. Ahmedhodzic,CB,57,190000
16466,M. Trejo,RB,57,180000
16469,S. Bouzar,CB,57,180000
16472,J. Löfgren,CB,57,180000
16474,B. Smith-Hylton,CB,57,190000
16475,V. Gembalies,CB,57,180000
16477,A. Ioniță,LB,57,180000
16483,J. Grant,RB,57,170000
16487,K. Stabana,RB,57,170000
16488,D. Amos,LB,57,160000
16498,J. Clarke,RB,57,160000
16499,U. Yazğılı,CB,57,170000
16509,E. Civelek,RB,57,160000
16511,R. Cundy,CB,57,160000
16512,J. Pask,CB,57,160000
16513,Kim Woo Suk,CB,57,160000
16518,S. Todd,CB,57,160000
16519,K. Digol,RB,57,160000
16520,M. Al Zubaidi,LB,57,160000
16522,D. Ingham,RB,57,160000
16523,P. Petlach,CB,57,160000
16524,M. Fischer,LB,57,160000
16526,L. Seydoux,LWB,57,160000
16527,A. Reardon,CB,57,160000
16531,L. Lukacevic,LB,57,160000
16534,D. Bernard,RWB,57,150000
16535,N. Hämäläinen,LB,57,150000
16539,S. Jiménez,RB,57,150000
16542,M. Platt,CB,57,150000
16557,K. Ito,LB,57,150000
16559,M. Soumaré,RB,57,150000
16565,K. Miller,CB,57,150000
16567,E. Ferrario,CB,57,150000
16573,J. Sylvestre-Brac,CB,57,150000
16581,Huang Bowen,LB,57,140000
16584,J. Mascoll,LB,57,140000
16589,M. Hołownia,LB,57,140000
16599,P. Flottmann,CB,57,150000
16607,R. Cooney,RB,57,130000
16611,A. Crookes,LB,57,140000
16616,A. Sokol,CB,57,140000
16625,H. Raghfawi,LB,57,130000
16628,P. Kirk,LB,57,130000
16631,M. Olczyk,RB,57,130000
16632,H. Dotson,LB,57,130000
16634,M. Rohr,CB,57,130000
16637,U. Zengin,CB,57,130000
16639,L. John,CB,57,130000
16644,Y. Subaşı,LB,57,130000
16647,S. Silva,CB,57,130000
16649,K. Iwatake,RB,57,130000
16650,J. Just,RB,57,130000
16654,T. Huk,CB,57,130000
16660,M. Kryeziu,CB,57,120000
16661,L. Polvani,CB,57,120000
16665,R. Loughty,RWB,57,120000
16667,K. Al Khathlan,LB,57,120000
16668,M. Fjörtoft,CB,57,120000
16669,D. O'Reilly,CB,57,120000
16670,Wang Yaopeng,CB,57,120000
16672,B. Baajaj,CB,57,120000
16676,J. Kavanagh,RB,57,120000
16679,J. Al Dossary,LB,57,110000
16684,J. Hare,RB,57,110000
16686,Kim Young Bin,LB,57,100000
16689,K. Lynch,LB,57,100000
16699,M. Barker,RB,57,100000
16704,Wang Dalong,CB,57,80000
16708,Jiang Wenjun,LB,57,90000
16711,Luo Yi,LB,57,60000
16712,J. Olsen Øveraas,RB,57,90000
16717,S. Ramos Mingo,CB,56,180000
16721,M. Römling,LB,56,190000
16734,D. Sanderson,CB,56,180000
16737,L. Alarcón,CB,56,180000
16739,D. Revan,CB,56,170000
16743,T. Wilson,LB,56,180000
16748,H. Guenouche,LB,56,180000
16752,G. Bajrami,CB,56,180000
16754,J. Stanisic,CB,56,180000
16757,T. Magloire,CB,56,190000
16768,C. Kameraj,RWB,56,180000
16769,B. Fındık,CB,56,170000
16773,M. Al Rashidi,RWB,56,180000
16780,Almerge,RB,56,170000
16783,M. Leca,CB,56,170000
16786,D. Sesay,LWB,56,180000
16787,M. Roseth,CB,56,190000
16788,T. Howe,RB,56,180000
16790,R. Clampin,LB,56,180000
16791,R. Norrington-Davies,LWB,56,180000
16793,G. Walker,CB,56,190000
16797,L. Gibbens,CB,56,170000
16798,Y. Kaiser,CB,56,190000
16799,H. Andersson,CB,56,170000
16800,B. Jerez,RB,56,180000
16801,L. Scales,CB,56,190000
16805,P. Grauschopf,CB,56,190000
16809,H. Darling,CB,56,180000
16810,D. Pierias,RB,56,180000
16814,J. Grayson,CB,56,190000
16817,K. Guessoum,CB,56,190000
16822,F. Botișeriu,LB,56,180000
16823,M. Steinwender,CB,56,180000
16824,K. Björklund,CB,56,190000
16825,N. Mickelson,RB,56,180000
16829,D. De Vita,CB,56,180000
16834,C. O'Keeffe,RB,56,160000
16837,C. Borchgrevink,RB,56,160000
16840,Y. Zouma,CB,56,160000
16841,J. Scholz,CB,56,160000
16842,N. Almas,CB,56,160000
16844,A. Driscoll-Glennon,LB,56,150000
16845,A. Canchano,RB,56,160000
16848,R. Roosken,RB,56,150000
16852,L. Butroid,LB,56,150000
16853,L. Davies,RB,56,140000
16854,J. Law,LWB,56,150000
16856,D. Jończy,CB,56,150000
16858,K. Al Dubaysh,LB,56,150000
16859,D. McNamara,RB,56,150000
16860,A. Lyons,RB,56,140000
16863,S. van Dijck,CB,56,140000
16868,W. Pleśnierowicz,CB,56,140000
16869,H. Salem,LB,56,150000
16875,S. Delos,LB,56,150000
16877,M. Spychała,RB,56,150000
16886,Lee Sang Su,CB,56,150000
16887,R. Feely,RB,56,140000
16888,J. McMillan,LB,56,140000
16892,L. Gibson,LB,56,140000
16893,L. Obexer,LWB,56,140000
16897,K. Tshiembe,CB,56,140000
16898,G. Phillips,CB,56,140000
16902,P. Ouaneh,CB,56,140000
16908,T. Rieg,CB,56,140000
16909,A. Fiordaliso,RB,56,140000
16914,D. Pawłowski,RB,56,130000
16918,G. Zuñiga,RB,56,130000
16924,D. Camara Bos,RB,56,130000
16926,R. Matsuda,RB,56,130000
16930,J. Chacón,CB,56,130000
16931,Shin Jae Won,RWB,56,130000
16933,B. Onkony,CB,56,130000
16935,J. Kraus,CB,56,130000
16936,Irazábal,LB,56,130000
16938,S. Ako,LB,56,130000
16945,Li Hailong,RB,56,130000
16947,Wei Zhen,CB,56,130000
16951,C. Brown,CB,56,130000
16953,P. Pierzchała,CB,56,130000
16955,H. Al Sibyani,LWB,56,130000
16964,J. Medić,CB,56,130000
16968,C. Waters,LB,56,120000
16974,J. Tucker,CB,56,120000
16975,J. Gallagher,RB,56,120000
16976,L. Farine,CB,56,120000
16979,A. Al Hidhani,RB,56,120000
16980,C. Pájaro,RB,56,120000
16982,J. Corinus,CB,56,120000
16985,D. Michalski,CB,56,120000
16989,H. Vandermersch,RB,56,120000
16992,T. Dejewski,CB,56,110000
16994,S. Lavelle,CB,56,110000
